,Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
81389,OP861428.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-19T00:00:00Z,BA.5.2.28,4.1.3/1.17/v0.1.10/0.3.17,True,NC-CDC-LC0930156,Severe acute respiratory syndrome-related coronavirus,29657,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2022-11-08
84610,OP847655.1,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2022-11-17T00:00:00Z,BA.5.2.6,4.1.3/1.17/v0.1.10/0.3.17,True,MA-CDCBI-CRSP_SJO3HMRFEKCKKCBM,Severe acute respiratory syndrome-related coronavirus,29380,USA: Massachusetts,USA,MA,Homo sapiens,,2022-11-03
85173,OP848965.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-17T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,TX-CDC-STM-SH6XKGXYC,Severe acute respiratory syndrome-related coronavirus,29844,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-11-02
86319,OP851458.1,"Finkielstein,C.","Fralin Biomedical Research Institute, VT-Molecular Diagnostics Laboratory",USA,2022-11-17T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,VA-VTVAS3-GSC39891,Severe acute respiratory syndrome-related coronavirus,29723,USA: Virginia,USA,VA,Homo sapiens,,2022-10-24
87097,OP839360.1,"Garrigues,J.M., Hemarajata,P., Green,N.M.","Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories",USA,2022-11-16T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-LACPHL-AF15820,Severe acute respiratory syndrome-related coronavirus,29646,USA,USA,,Homo sapiens,,2022-11-02
88518,OP825175.1,"Garrigues,J.M., Hemarajata,P., Green,N.M.","Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories",USA,2022-11-15T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-LACPHL-AF13772,Severe acute respiratory syndrome-related coronavirus,29736,USA,USA,,Homo sapiens,,2022-06-28
88798,OP825455.1,"Garrigues,J.M., Hemarajata,P., Green,N.M.","Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories",USA,2022-11-15T00:00:00Z,BA.5.8,4.1.3/1.17/v0.1.10/0.3.17,True,CA-LACPHL-AF14426,Severe acute respiratory syndrome-related coronavirus,29718,USA,USA,,Homo sapiens,,2022-08-29
90069,OP826726.1,"Garrigues,J.M., Hemarajata,P., Green,N.M.","Los Angeles County Public Health Lab microbial pathogen submission group, Los Angeles County Public Health Laboratories",USA,2022-11-15T00:00:00Z,BF.10,4.1.3/1.17/v0.1.10/0.3.17,True,CA-LACPHL-AF15070,Severe acute respiratory syndrome-related coronavirus,29645,USA,USA,,Homo sapiens,,2022-08-31
90827,OP827484.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-15T00:00:00Z,BA.2.75,4.1.3/1.17/v0.1.10/0.3.17,True,WV-CDC-LC0927705,Severe acute respiratory syndrome-related coronavirus,29663,USA: West Virginia,USA,WV,Homo sapiens,oronasopharynx,2022-11-01
91539,OP828196.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-15T00:00:00Z,BE.1.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-LC0926446,Severe acute respiratory syndrome-related coronavirus,29711,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-11-03
94830,OP813033.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-14T00:00:00Z,BE.1.1,4.1.3/1.17/v0.1.10/0.3.17,True,MD-CDC-QDX42957921,Severe acute respiratory syndrome-related coronavirus,29718,USA: Maryland,USA,MD,Homo sapiens,oronasopharynx,2022-10-26
95272,OP813475.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-14T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,VA-CDC-QDX43023851,Severe acute respiratory syndrome-related coronavirus,29718,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,2022-10-28
96037,OP814240.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-14T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,OH-CDC-QDX43024412,Severe acute respiratory syndrome-related coronavirus,29718,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2022-10-26
96505,OP814708.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-14T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,MI-CDC-QDX43024990,Severe acute respiratory syndrome-related coronavirus,29718,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,2022-10-28
97355,OP815660.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-14T00:00:00Z,BE.1.1,4.1.3/1.17/v0.1.10/0.3.17,True,PA-CDC-STM-88ZVVWJSH,Severe acute respiratory syndrome-related coronavirus,29844,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-10-27
103401,OP804796.1,"Wang,Y., Simpson,R.J., Garcia,A.B., Mattingly,H., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-11-10T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,OKPHL0021133,Severe acute respiratory syndrome-related coronavirus,29442,"USA: Oklahoma, Duncan",USA,OK,Homo sapiens,,2022-07-21
103415,OP804810.1,"Wang,Y., Simpson,R.J., Garcia,A.B., Mattingly,H., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-11-10T00:00:00Z,BA.4.1,4.1.3/1.17/v0.1.10/0.3.17,True,OKPHL0021113,Severe acute respiratory syndrome-related coronavirus,29759,"USA: Oklahoma, Oklahoma City",USA,OK,Homo sapiens,,2022-07-08
103604,OP804999.1,"Wang,Y., Simpson,R.J., Garcia,A.B., Mattingly,H., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-11-10T00:00:00Z,BA.4.6,4.1.3/1.17/v0.1.10/0.3.17,True,OKPHL0021451,Severe acute respiratory syndrome-related coronavirus,29433,"USA: Oklahoma, Norman",USA,OK,Homo sapiens,,2022-08-17
103765,OP805160.1,"Wang,Y., Simpson,R.J., Garcia,A.B., Mattingly,H., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-11-10T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,OKPHL0021390,Severe acute respiratory syndrome-related coronavirus,29758,USA: Oklahoma,USA,OK,Homo sapiens,,2022-07-18
104573,OP801034.1,"Wang,Y., Simpson,R.J., Garcia,A.B., Mattingly,H., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-11-09T00:00:00Z,BF.5,4.1.3/1.17/v0.1.10/0.3.17,True,OKPHL0020743,Severe acute respiratory syndrome-related coronavirus,29719,"USA: Oklahoma, Lawton Ok",USA,OK,Homo sapiens,,2022-07-20
105560,OP802775.1,"Bankers,L., Bogale,H.N., Hetherington-Rauth,M.C., Ir,D., Matzinger,S.R., Rossheim,A., Smith,A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-11-09T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,CO-CDPHE-2103682316,Severe acute respiratory syndrome-related coronavirus,29744,USA,USA,,Homo sapiens,,2022-09-08
107555,OP789086.1,"Wang,Y., Simpson,R.J., Garcia,A.B., Mattingly,H., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-11-08T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,OKPHL0020152,Severe acute respiratory syndrome-related coronavirus,29355,USA: Oklahoma,USA,OK,Homo sapiens,,2022-07-14
107646,OP789177.1,"Wang,Y., Simpson,R.J., Garcia,A.B., Mattingly,H., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,2022-11-08T00:00:00Z,BA.5.5,4.1.3/1.17/v0.1.10/0.3.17,True,OKPHL0020341,Severe acute respiratory syndrome-related coronavirus,29459,"USA: Oklahoma, Oklahoma City",USA,OK,Homo sapiens,,2022-07-06
108723,OP790255.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-08T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,TN-CDC-QDX42813065,Severe acute respiratory syndrome-related coronavirus,29718,USA: Tennessee,USA,TN,Homo sapiens,oronasopharynx,2022-10-23
109675,OP791207.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-08T00:00:00Z,BA.5.1.1,4.1.3/1.17/v0.1.10/0.3.17,True,NC-CDC-LC0922362,Severe acute respiratory syndrome-related coronavirus,29720,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2022-10-25
110126,OP791658.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-11-08T00:00:00Z,BA.5.1,4.1.3/1.17/v0.1.10/0.3.17,True,SC-CDC-LC0923202,Severe acute respiratory syndrome-related coronavirus,29687,USA: South Carolina,USA,SC,Homo sapiens,oronasopharynx,2022-10-28
112132,OP798717.1,"Kumaravelu,P., Hodge,T., Vancil,A., Hymon,T., Baselski,V., Anderson,C.J., Dukes,S., Torgbe,K.","University Clinical Health, UTMG Pathology LLC",USA,2022-11-08T00:00:00Z,B.1.577,4.1.3/1.17/v0.1.10/0.3.17,,0-54061-3,Severe acute respiratory syndrome-related coronavirus,29798,"USA: Tennessee, Shelby County",USA,TN,Homo sapiens,oronasopharynx,2020-12-14
122607,OP767742.1,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,2022-11-03T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDPH-FS27887240,Severe acute respiratory syndrome-related coronavirus,29758,USA,USA,,Homo sapiens,,2022-08-16
122884,OP768019.1,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,2022-11-03T00:00:00Z,BE.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDPH-FS48077070,Severe acute respiratory syndrome-related coronavirus,29736,USA,USA,,Homo sapiens,,2022-08-11
125923,OP771077.1,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,2022-11-03T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDPH-7000015219,Severe acute respiratory syndrome-related coronavirus,29437,USA,USA,,Homo sapiens,,2022-07-05
128452,OP773828.1,"Blankenship,H., Riner,D., Soehnlen,M.","Michigan Department of Health and Human Services, Bureau of Laboratories",USA,2022-11-03T00:00:00Z,BA.5.1.6,4.1.3/1.17/v0.1.10/0.3.17,True,MI-MDHHS-SC42752,Severe acute respiratory syndrome-related coronavirus,29328,USA: Michigan,USA,MI,Homo sapiens,swab,2022-10-13
130297,OP758795.1,"Xia,D.","PA Department of Health Bureau of Laboratories Submission Group, Bureau of Laboratories",USA,2022-11-02T00:00:00Z,BF.5,4.1.3/1.17/v0.1.10/0.3.17,True,PA-BOL-M22138864,Severe acute respiratory syndrome-related coronavirus,29718,USA,USA,,Homo sapiens,,2022-10-19
131638,OP751246.1,"Garfin,J., Plumb,M., Pung,K., Namugenyi,S., Mondelli,A., Hwang,H., Weber,B., Scott,S., Wang,X.","Minnesota Department of Health Infectious Disease Laboratory Submission Group, Public Health Laboratory - Infectious Disease Lab",USA,2022-11-01T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,MN-MDH-31022,Severe acute respiratory syndrome-related coronavirus,29718,USA: Minnesota,USA,MN,Homo sapiens,"saliva, oronasopharynx",2022-10-05
132061,OP752801.1,"Aryal,R., Parikh,H.I., Barry,K.E., Attai,A., Kotay,S.M., Mathers,A.J.","University of Virginia, Division of Infectious Diseases and International Health",USA,2022-11-01T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,,VA-CAV_VAS3N_00016235_01,Severe acute respiratory syndrome-related coronavirus,29731,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,2022-09-14
132198,OP752938.1,"Aryal,R., Parikh,H.I., Barry,K.E., Attai,A., Kotay,S.M., Mathers,A.J.","University of Virginia, Division of Infectious Diseases and International Health",USA,2022-11-01T00:00:00Z,BA.2.75,4.1.3/1.17/v0.1.10/0.3.17,,VA-CAV_VAS3N_00016105_01,Severe acute respiratory syndrome-related coronavirus,29812,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,2022-09-15
133745,OP742020.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-10-31T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-STM-Z46ZDMFXZ,Severe acute respiratory syndrome-related coronavirus,29816,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-10-18
134360,OP742635.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-10-31T00:00:00Z,BF.5,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-QDX42555572,Severe acute respiratory syndrome-related coronavirus,29718,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-10-13
136322,OP735804.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-10-28T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,True,SC-CDC-QDX42511191,Severe acute respiratory syndrome-related coronavirus,29718,USA: South Carolina,USA,SC,Homo sapiens,oronasopharynx,2022-10-12
136768,OP736250.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-10-28T00:00:00Z,BF.7,4.1.3/1.17/v0.1.10/0.3.17,True,NY-CDC-QDX42512507,Severe acute respiratory syndrome-related coronavirus,29718,USA: New York,USA,NY,Homo sapiens,oronasopharynx,2022-10-14
137372,OP736857.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-10-28T00:00:00Z,BA.5.2,4.1.3/1.17/v0.1.10/0.3.17,True,WA-CDC-LC0916788,Severe acute respiratory syndrome-related coronavirus,29657,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,2022-10-13
138176,OP738202.1,"Schmedes,S., Tarigopula,N., Tekin,O., Dong,Y.","FLDOH, BPHL",USA,2022-10-28T00:00:00Z,BA.1.15,4.1.3/1.17/v0.1.10/0.3.17,True,FL-BPHL-21099,Severe acute respiratory syndrome-related coronavirus,29684,USA: FL,USA,FL,Homo sapiens,,2021-12-21
138674,OP739433.1,"Tsaknaridis,L., Makris,V., Henning,M., Boyd,L., Weitemier,K., Geniza,M.","Oregon State Public Health Laboratory, Virology and Immunology",USA,2022-10-28T00:00:00Z,BA.5.2.1,4.1.3/1.17/v0.1.10/0.3.17,,OSPHL07515,Severe acute respiratory syndrome-related coronavirus,29645,"USA: North America, Oregon,Unknown County",USA,OR,Homo sapiens,,2022-10-12
